gene_id	short_gene_id	APA_change	pvalue	APA_type	chrom	strand	gene_name	number_of_PAS	PAS_coordinates	PAS_read_counts	PAS_PAUs	PAUs_control	PAUs_experimental	PAU_changes	P_adj	APA_trend
ENSG00000124120.11	ENSG00000124120	0.0958646616541353	0.532060656276409	Last_exon_tandem_APA	chr20	+	TTPAL	5	44494601,44491557,44490602,44489783,44490522	56,7,6,4,4	65.88,8.24,7.06,4.71,4.71	60.71,7.14,7.14,7.14,7.14	68.42,7.02,7.02,3.51,3.51	7.71,-0.12,-0.12,-3.63,-3.63	0.595450049226639	no change
ENSG00000011638.11	ENSG00000011638	0.105552645364065	0.220072613587228	Last_exon_tandem_APA	chr16	+	LDAF1	2	21180616,21179992	267,8	95.02,2.85	88.7,4.35	93.37,1.81	4.67,-2.54	0.347810581255965	no change
ENSG00000188735.13	ENSG00000188735	0.290336134453781	0.000206143989222901	Last_exon_tandem_APA	chr12	+	TMEM120B	6	121782061,121776254,121777785,121782998,121778310,121777827	95,44,36,7,4,3	46.12,21.36,17.48,3.4,1.94,1.46	27.14,31.43,22.86,4.29,1.43,1.43	55.88,16.18,14.71,2.94,2.21,1.47	28.74,-15.25,-8.15,-1.35,0.78,0.04	0.0017272716564403	longer
ENSG00000114423.23	ENSG00000114423	0.346198768315991	2.07133565033324e-06	Mixed_APA	chr3	-	CBLB	3	105658268,105655460,105762121	188,129,7	54.49,37.39,2.03	72.06,16.18,5.88	49.46,41.88,1.08	-22.6,25.7,-4.8	2.97287871090093e-05	longer
ENSG00000242071.3	ENSG00000242071	0.203463203463203	0.0971441265397596	Last_exon_tandem_APA	chr14	-	RPL7AP6	4	69885266,69885724,69885624,69885914	117,6,3,3	84.78,4.35,2.17,2.17	23.81,1.9,1.9,0.95	39.39,0,3.03,6.06	15.58,-1.9,1.13,5.11	0.206471420578955	no change
ENSG00000160445.11	ENSG00000160445	0.142824434472021	0.0518225631773138	Last_exon_tandem_APA	chr9	-	ZER1	3	128729785,128731133,128731079	254,26,13	84.39,8.64,4.32	77.05,11.48,5.74	86.03,6.15,3.35	8.98,-5.33,-2.39	0.134939596652965	no change
ENSG00000163607.18	ENSG00000163607	0.222222222222222	0.00622385941848747	Mixed_APA	chr3	+	GTPBP8	9	113001374,113001210,113004918,113001969,113001445,113001509,113015260,113002111,113005564	81,45,25,13,8,6,6,5,3	38.57,21.43,11.9,6.19,3.81,2.86,2.86,2.38,1.43	45,20.83,10.83,4.17,4.17,3.33,0,2.5,0.83	28.89,22.22,13.33,8.89,3.33,1.11,6.67,2.22,2.22	-16.11,1.39,2.5,4.72,-0.84,-2.22,6.67,-0.28,1.39	0.028358739699731	longer
ENSG00000106993.12	ENSG00000106993	0.283799533799534	6.03283625211226e-06	Last_exon_tandem_APA	chr9	+	CDC37L1	4	4706594,4706537,4708399,4707664	147,56,50,38	49.16,18.73,16.72,12.71	57.05,18.59,5.77,10.26	38.46,16.78,27.27,13.29	-18.59,-1.81,21.5,3.03	7.77786438864731e-05	longer
ENSG00000162402.15	ENSG00000162402	0.239432305493159	1.40412997385875e-05	Last_exon_tandem_APA	chr1	-	USP24	4	55066362,55067903,55068145,55068541	309,35,22,16	76.87,8.71,5.47,3.98	64.46,9.04,10.24,5.42	85.17,8.05,2.12,0.85	20.71,-0.99,-8.12,-4.57	0.000166260074141511	longer
ENSG00000103005.13	ENSG00000103005	0.112308704953102	0.0155759304258777	Last_exon_tandem_APA	chr16	+	USB1	2	58021616,58013558	640,16	96.53,2.41	91.91,1.94	94.07,2.82	2.16,0.88	0.0570715789505184	no change
ENSG00000165506.15	ENSG00000165506	-0.0355239239609329	0.736212746335997	Mixed_APA	chr14	-	DNAAF2	3	49625173,49633397,49631760	491,20,7	91.78,3.74,1.31	90.83,4.01,0.57	91.94,3.23,2.69	1.11,-0.78,2.12	0.75363195362048	no change
ENSG00000189057.11	ENSG00000189057	0.184818481848185	0.329656104105214	Last_exon_tandem_APA	chr11	+	FAM111B	4	59127415,59127465,59128374,59124340	81,20,4,3	71.68,17.7,3.54,2.65	71.29,16.83,2.97,2.97	66.67,25,8.33,0	-4.62,8.17,5.36,-2.97	0.446101545991401	no change
ENSG00000087206.17	ENSG00000087206	0.100787861103006	0.267498536747371	Last_exon_tandem_APA	chr5	-	UIMC1	3	176905049,176969318,176904914	236,9,5	89.39,3.41,1.89	83.89,3.36,2.01	80,3.48,1.74	-3.89,0.12,-0.27	0.392438756470426	no change
ENSG00000132122.12	ENSG00000132122	-0.0959302325581395	0.547849433353227	Last_exon_tandem_APA	chr1	-	SPATA6	6	48297480,48295998,48295490,48298645,48261388,48295372	24,20,19,6,5,4	24.24,20.2,19.19,6.06,5.05,4.04	20.93,20.93,13.95,9.3,2.33,4.65	19.64,19.64,23.21,3.57,7.14,3.57	-1.29,-1.29,9.26,-5.73,4.81,-1.08	0.606781175476393	no change
ENSG00000143493.13	ENSG00000143493	0.129191863661352	0.112472506995786	Last_exon_tandem_APA	chr1	-	INTS7	7	211941350,211941717,211940402,211952288,211940327,211966119,211941188	105,29,21,8,7,6,3	54.69,15.1,10.94,4.17,3.65,3.12,1.56	53.27,19.63,8.41,2.8,2.8,3.74,0	54.12,9.41,14.12,5.88,4.71,2.35,3.53	0.85,-10.22,5.71,3.08,1.91,-1.39,3.53	0.227293979441966	no change
ENSG00000176953.13	ENSG00000176953	0.354875	6.49610365499598e-10	Last_exon_tandem_APA	chr16	+	NFATC2IP	6	28967092,28964670,28966929,28966990,28964580,28964928	181,154,13,10,6,5	47.51,40.42,3.41,2.62,1.57,1.31	39.06,50.39,3.12,0.39,1.95,0.78	64,16.8,4,7.2,0.8,2.4	24.94,-33.59,0.88,6.81,-1.15,1.62	2.00888098939205e-08	longer
ENSG00000037749.13	ENSG00000037749	0.109295037092871	0.194668808452313	Mixed_APA	chr5	+	MFAP3	6	154057432,154057372,154055033,154056682,154053986,154055494	207,100,23,19,5,5	56.25,27.17,6.25,5.16,1.36,1.36	48.35,30.77,8.79,3.3,3.3,2.2	57.4,25.99,5.42,5.78,0.72,1.08	9.05,-4.78,-3.37,2.48,-2.58,-1.12	0.321023384141903	no change
ENSG00000103550.14	ENSG00000103550	0.0745390693590869	0.249949425442358	Last_exon_tandem_APA	chr16	-	KNOP1	6	19706351,19701936,19706884,19701458,19706821,19703050	438,92,47,16,10,8	68.54,14.4,7.36,2.5,1.56,1.25	66.95,12.37,7.68,2.56,1.49,0.64	70,10,6.47,2.35,1.76,2.94	3.05,-2.37,-1.21,-0.21,0.27,2.3	0.375098510262975	no change
ENSG00000136940.14	ENSG00000136940	0.0913217369222956	0.227595836232806	Mixed_APA	chr9	-	PDCL	4	122818348,122819939,122816051,122819161	199,117,13,7	56.06,32.96,3.66,1.97	53.98,35.8,0.57,1.7	56.98,30.17,6.7,2.23	3,-5.63,6.13,0.53	0.354962726214734	no change
ENSG00000124275.15	ENSG00000124275	-0.174777030198717	0.0370698013746785	Mixed_APA	chr5	+	MTRR	4	7901124,7898183,7888819,7863772	215,5,4,3	90.72,2.11,1.69,1.27	91.56,3.25,0,0.65	86.75,0,4.82,2.41	-4.81,-3.25,4.82,1.76	0.106715016817253	no change
ENSG00000105245.9	ENSG00000105245	0.107797537619699	0.26520367005603	Last_exon_tandem_APA	chr19	-	NUMBL	4	40666685,40665904,40666722,40667004	184,53,3,3	71.88,20.7,1.17,1.17	61.63,12.79,2.33,1.16	67.06,19.41,0.59,1.18	5.43,6.62,-1.74,0.02	0.390131568314257	no change
ENSG00000141644.19	ENSG00000141644	0.104118920295391	0.156299133188212	Mixed_APA	chr18	-	MBD1	8	50268845,50269030,50271041,50266884,50266746,50270978,50271163,50279702	165,96,48,21,6,4,4,4	44.96,26.16,13.08,5.72,1.63,1.09,1.09,1.09	39.71,19.85,19.85,11.03,1.47,1.47,0.74,1.47	47.62,24.24,9.09,2.6,1.73,0.87,1.3,0.87	7.91,4.39,-10.76,-8.43,0.26,-0.6,0.56,-0.6	0.280242259326702	no change
ENSG00000188343.14	ENSG00000188343	0.0934118093791532	0.262893542297939	Last_exon_tandem_APA	chr8	+	CIBAR1	4	93728446,93729250,93705349,93708048	178,110,11,9	51.74,31.98,3.2,2.62	54.78,26.96,4.35,1.74	50.22,34.5,2.62,3.06	-4.56,7.54,-1.73,1.32	0.388150777217252	no change
ENSG00000143183.18	ENSG00000143183	0.0893903726310303	0.00558473994663544	Last_exon_tandem_APA	chr1	-	TMCO1	6	165727540,165727272,165727442,165726794,165727010,165724290	645,281,194,66,65,22	46.24,20.14,13.91,4.73,4.66,1.58	50.39,17.32,15.37,4.47,4.86,0.97	44.49,21.11,14.3,5.33,5.9,2.61	-5.9,3.79,-1.07,0.86,1.04,1.64	0.0258125705083576	no change
ENSG00000074181.9	ENSG00000074181	-0.0438613959972121	0.445818042082843	Last_exon_tandem_APA	chr19	-	NOTCH3	2	15159632,15159037	814,14	94.54,1.63	93.11,0.28	92.37,2.61	-0.74,2.33	0.532932593079637	no change
ENSG00000130311.11	ENSG00000130311	0.0529141104294479	0.313533555248052	Last_exon_tandem_APA	chr19	+	DDA1	3	17320290,17319880,17323298	687,95,92	76.85,10.63,10.29	76.69,11.35,8.59	76.76,10.04,11.27	0.07,-1.31,2.68	0.433474952170414	no change
ENSG00000165458.15	ENSG00000165458	0.10307498173607	0.0737942482621331	Last_exon_tandem_APA	chr11	+	INPPL1	2	72239105,72238934	371,103	75.56,20.98	53.17,21.43	59.83,20.5	6.66,-0.93	0.171684188239642	no change
ENSG00000164164.17	ENSG00000164164	0.158533414232469	0.0733706884935984	Mixed_APA	chr4	-	OTUD4	2	145133649,145137133	200,11	90.09,4.95	81.29,6.47	92.77,2.41	11.48,-4.06	0.17121086892344	no change
ENSG00000188554.15	ENSG00000188554	0.166509433962264	0.0142785085232561	Last_exon_tandem_APA	chr17	+	NBR1	5	43211471,43211688,43210110,43200766,43202466	183,111,13,12,5	55.12,33.43,3.92,3.61,1.51	59.17,22.5,5,5.83,0.83	51.89,39.15,3.3,2.36,1.89	-7.28,16.65,-1.7,-3.47,1.06	0.0532059205800337	no change
ENSG00000264229.1	ENSG00000264229	-0.398496240601504	0.0185565750254777	Last_exon_tandem_APA	chr2	+	RNU4ATAC	2	121531009,121531070	33,5	82.5,12.5	73.68,15.79	90.48,9.52	16.8,-6.27	0.0650021870978099	no change
ENSG00000159592.11	ENSG00000159592	0.0432178005990586	0.605049021541414	Last_exon_tandem_APA	chr1	-	GPBP1L1	6	45627487,45627307,45628112,45628187,45627821,45627602	368,120,25,13,12,9	66.19,21.58,4.5,2.34,2.16,1.62	66.46,19.21,3.66,1.83,2.74,1.52	62.28,20.18,5.26,3.07,1.32,1.75	-4.18,0.97,1.6,1.24,-1.42,0.23	0.647069903154453	no change
ENSG00000172845.18	ENSG00000172845	-0.121828083603179	0.0224153852653639	Mixed_APA	chr2	-	SP3	7	173908529,173906458,173900774,173908303,173908712,173906509,173905548	384,55,17,14,11,9,6	72.32,10.36,3.2,2.64,2.07,1.69,1.13	66.14,12.34,2.85,3.16,2.22,2.53,1.58	79.07,7.44,3.72,1.86,1.86,0,0.47	12.93,-4.9,0.87,-1.3,-0.36,-2.53,-1.11	0.0745164580727779	no change
ENSG00000020922.13	ENSG00000020922	0.121984751906012	0.206571461903093	Last_exon_tandem_APA	chr11	-	MRE11	6	94419860,94415569,94415663,94418215,94419728,94419646	83,69,13,8,6,3	43.68,36.32,6.84,4.21,3.16,1.58	32.28,31.5,7.87,6.3,2.36,1.57	30.16,39.68,4.76,0,4.76,1.59	-2.12,8.18,-3.11,-6.3,2.4,0.02	0.33356120324169	no change
ENSG00000011275.19	ENSG00000011275	0.130965593784684	0.146144855809301	Last_exon_tandem_APA	chr7	-	RNF216	3	5620048,5622654,5620140	124,85,6	55.11,37.78,2.67	52.1,42.86,0.84	57.55,31.13,3.77	5.45,-11.73,2.93	0.268290524286628	no change
ENSG00000230629.2	ENSG00000230629	-0.158088235294118	0.0373575388020594	Last_exon_tandem_APA	chrX	+	RPS23P8	2	70963352,70963202	176,4	97.78,2.22	93.75,1.79	92.65,0	-1.1,-1.79	0.10720041188767	no change
ENSG00000133315.12	ENSG00000133315	0.213137806347931	0.00268211207241038	Mixed_APA	chr11	-	MACROD1	4	63998557,64148619,64009009,64115381	175,11,5,3	84.54,5.31,2.42,1.45	71.05,11.84,5.26,1.32	92.37,1.53,0.76,1.53	21.32,-10.31,-4.5,0.21	0.014349777966481	longer
ENSG00000092445.12	ENSG00000092445	0.0647143149703051	0.292575712934183	Last_exon_tandem_APA	chr15	+	TYRO3	4	41579331,41583589,41563853,41582122	543,17,8,6	90.65,2.84,1.34,1	84.8,2.34,0.88,0.88	83.27,3.5,1.95,1.17	-1.53,1.16,1.07,0.29	0.41436714521478	no change
ENSG00000087269.16	ENSG00000087269	-0.0455510467334928	0.692351142944939	Mixed_APA	chr4	-	NOP14	3	2937935,2938112,2938815	214,173,23	50.95,41.19,5.48	49.83,39.59,4.78	47.24,40.94,7.09	-2.59,1.35,2.31	0.716969842964501	no change
ENSG00000153037.15	ENSG00000153037	0.063855421686747	0.144042383996645	Mixed_APA	chr5	+	SRP19	2	112867907,112870050	964,30	93.23,2.9	91.42,1.36	86.49,4.59	-4.93,3.23	0.265681108204976	no change
ENSG00000151914.22	ENSG00000151914	0.175191256830601	0.000366779809245932	Mixed_APA	chr6	-	DST	6	56457995,56458237,56458881,56458059,56638083,56614592	484,373,62,30,12,11	45.45,35.02,5.82,2.82,1.13,1.03	34.67,34.67,10,1.33,3.33,4	48.2,35.52,5.46,3.06,1.2,0.66	13.53,0.85,-4.54,1.73,-2.13,-3.34	0.00279479382168005	longer
ENSG00000162769.13	ENSG00000162769	0.489409400123686	0	Last_exon_tandem_APA	chr1	+	FLVCR1	4	212899363,212895414,212895719,212898109	244,152,45,5	51.91,32.34,9.57,1.06	32.99,42.86,12.59,1.36	81.82,12.5,4.55,0	48.83,-30.36,-8.04,-1.36	0	longer
ENSG00000185619.19	ENSG00000185619	0.201355661881978	1.52205135596217e-05	Last_exon_tandem_APA	chr4	+	PCGF3	6	770089,766602,734474,768030,767868,762221	296,99,53,50,46,11	48.93,16.36,8.76,8.26,7.6,1.82	36.84,18.18,15.79,10.05,6.22,1.91	53.79,14.9,5.05,6.82,8.08,1.77	16.95,-3.28,-10.74,-3.23,1.86,-0.14	0.00017811365607677	longer
ENSG00000198315.11	ENSG00000198315	0.132051282051282	0.136636451401716	Last_exon_tandem_APA	chr6	+	ZKSCAN8	2	28159460,28159415	237,3	96.34,1.22	94.44,2.22	97.44,0.64	3,-1.58	0.256923510921965	no change
ENSG00000033867.17	ENSG00000033867	0.0697883197883198	0.390939934304581	Last_exon_tandem_APA	chr3	-	SLC4A7	6	27372722,27373496,27372883,27374378,27375171,27375391	318,49,25,5,5,5	72.44,11.16,5.69,1.14,1.14,1.14	69.93,16.08,4.2,0.7,1.4,0.7	73.31,8.78,6.42,1.35,1.01,1.35	3.38,-7.3,2.22,0.65,-0.39,0.65	0.493210215730678	no change
ENSG00000186106.11	ENSG00000186106	0.178841453015747	0.00726565349794572	Mixed_APA	chr8	-	ANKRD46	2	100520771,100521840	426,17	93.22,3.72	83.67,9.18	95.82,2.23	12.15,-6.95	0.0319880703659558	longer
ENSG00000214753.4	ENSG00000214753	0.220267611176702	3.38635261831755e-07	Last_exon_tandem_APA	chr11	-	HNRNPUL2	5	62714750,62712633,62712753,62715046,62715079	232,193,122,30,18	35.05,29.15,18.43,4.53,2.72	43.39,18.18,21.07,5.79,4.13	30.71,36.43,18.1,4.52,2.38	-12.68,18.25,-2.97,-1.27,-1.75	5.71740848259655e-06	longer
ENSG00000177283.8	ENSG00000177283	0.164878048780488	0.0343658352925276	Last_exon_tandem_APA	chr10	-	FZD8	3	35638613,35638425,35638248	185,39,14	74.6,15.73,5.65	78.86,12.2,3.25	65.6,19.2,8	-13.26,7,4.75	0.100702752132027	no change
ENSG00000100139.14	ENSG00000100139	0.0389124469942629	0.79920667891101	Last_exon_tandem_APA	chr22	+	MICALL1	3	37942003,37942452,37944922	282,14,14	86.77,4.31,4.31	85.96,5.26,3.51	84.83,3.79,4.74	-1.13,-1.47,1.23	0.808641882563546	no change
ENSG00000284707.2	ENSG00000284707	0.062962962962963	0.342881500750127	Mixed_APA	chr7	-	ENSG00000284707	2	97852127,97922784	493,20	91.3,3.7	90,2.22	88.89,3.33	-1.11,1.11	0.456550254242011	no change
ENSG00000146021.15	ENSG00000146021	-0.0687830687830688	0.617955317810505	Mixed_APA	chr5	-	KLHL3	2	137617499,137677088	55,3	88.71,4.84	85.19,3.7	85.71,5.71	0.52,2.01	0.657216617107763	no change
ENSG00000233913.7	ENSG00000233913	0.172337604949182	0.198171894921933	Last_exon_tandem_APA	chr5	+	RPL10P9	2	168617017,168617082	59,38	56.73,36.54	19.18,32.88	19.35,45.16	0.17,12.28	0.324973827900593	no change
ENSG00000085491.17	ENSG00000085491	-0.0987449574181981	0.244633418153885	Last_exon_tandem_APA	chr1	-	SLC25A24	3	108134822,108134721,108134035	273,11,6	88.35,3.56,1.94	88.7,4.35,1.74	87.63,3.09,2.06	-1.07,-1.26,0.32	0.37064233895417	no change
ENSG00000096063.16	ENSG00000096063	0.0479186397871285	0.433531756735844	Mixed_APA	chr6	-	SRPK1	3	35833033,35834825,35886595	620,46,39	84.82,6.29,5.34	78.15,8.74,5.4	81.58,3.51,4.39	3.43,-5.23,-1.01	0.525010399524406	no change
ENSG00000163162.9	ENSG00000163162	-0.146791876347951	0.0476018848510547	Mixed_APA	chr2	-	RNF149	3	101276536,101271218,101276091	199,97,6	63.17,30.79,1.9	52.34,40.19,0.93	66.35,25.48,2.4	14.01,-14.71,1.47	0.127452949055234	no change
ENSG00000172725.14	ENSG00000172725	0.0634879976580797	0.171627848982464	Last_exon_tandem_APA	chr11	-	CORO1B	2	67438050,67435509	855,14	97.71,1.6	95.54,1.79	96.96,1.41	1.42,-0.38	0.297301061211394	no change
ENSG00000168646.14	ENSG00000168646	0.0523076923076924	0.591128672341064	Last_exon_tandem_APA	chr17	-	AXIN2	2	65528562,65528629	113,4	88.28,3.12	84.62,3.85	88,2	3.38,-1.85	0.637990755864384	no change
ENSG00000055147.19	ENSG00000055147	-0.227272727272727	0.012927955789287	Last_exon_tandem_APA	chr5	-	FAM114A2	3	153992498,153991764,153990127	63,60,29	39.62,37.74,18.24	25.45,60,7.27	46.15,25.96,14.42	20.7,-34.04,7.15	0.0493833211015559	shorter
ENSG00000114383.10	ENSG00000114383	0.233923303834808	5.14830583719927e-08	Mixed_APA	chr3	-	TUSC2	2	50324908,50325992	369,246	59.61,39.74	47.79,41	70.71,21.43	22.92,-19.57	1.02047586407393e-06	longer
ENSG00000102393.14	ENSG00000102393	0.0647653000594177	0.362573852087295	Mixed_APA	chrX	-	GLA	3	101397806,101400819,101397118	410,70,6	81.84,13.97,1.2	77.44,16.16,1.35	83.82,10.78,0.98	6.38,-5.38,-0.37	0.473420082664366	no change
ENSG00000134186.12	ENSG00000134186	0.0714600308302136	0.303700091975467	Last_exon_tandem_APA	chr1	+	PRPF38B	9	108701183,108700366,108700828,108701803,108700084,108702885,108702928,108700452,108696701	177,85,72,63,22,11,8,6,5	37.9,18.2,15.42,13.49,4.71,2.36,1.71,1.28,1.07	36.82,15.9,17.15,13.81,5.02,2.93,0.42,2.09,1.26	39.04,20.61,13.16,13.16,4.39,1.75,3.07,0.44,0.88	2.22,4.71,-3.99,-0.65,-0.63,-1.18,2.65,-1.65,-0.38	0.424972341422365	no change
ENSG00000060339.14	ENSG00000060339	-0.127587867116033	0.00176514551483786	Last_exon_tandem_APA	chr10	+	CCAR1	3	68791552,68792377,68791699	582,170,10	72.75,21.25,1.25	44.09,25.38,1.72	56.12,15.52,0.6	12.03,-9.86,-1.12	0.0101889316792982	shorter
ENSG00000117000.9	ENSG00000117000	0.39538784067086	2.84043192451885e-08	Last_exon_tandem_APA	chr1	+	RLF	2	40240921,40240682	164,22	83.67,11.22	74.44,17.78	91.51,5.66	17.07,-12.12	5.95828598805248e-07	longer
ENSG00000025770.19	ENSG00000025770	0.123976345534845	0.0198707939740093	Last_exon_tandem_APA	chr22	+	NCAPH2	3	50523472,50524777,50519752	419,87,7	79.96,16.6,1.34	83.28,11.8,1.31	71.23,23.29,1.37	-12.05,11.49,0.06	0.0684337064569879	no change
ENSG00000172766.19	ENSG00000172766	-0.0882495164410058	0.249386792274321	Last_exon_tandem_APA	chr13	+	NAA16	4	41377027,41376999,41358718,41333524	161,6,5,4	88.46,3.3,2.75,2.2	89.36,1.06,4.26,0	87.5,4.55,1.14,4.55	-1.86,3.49,-3.12,4.55	0.374633962580949	no change
ENSG00000108840.16	ENSG00000108840	0.163074352548037	0.00237188043527459	Last_exon_tandem_APA	chr17	-	HDAC5	2	44078293,44076753	414,52	87.34,10.97	89.42,1.59	78.95,17.19	-10.47,15.6	0.0129675285765711	longer
ENSG00000147454.14	ENSG00000147454	0.223299319727891	0.00460934345543884	Last_exon_tandem_APA	chr8	+	SLC25A37	9	23575463,23572550,23572284,23575393,23567582,23531924,23572484,23567155,23575346	81,69,20,11,10,8,5,4,3	37.16,31.65,9.17,5.05,4.59,3.67,2.29,1.83,1.38	28.33,33.33,3.33,4.17,5,3.33,2.5,3.33,1.67	47.96,22.45,6.12,6.12,4.08,3.06,1.02,0,1.02	19.63,-10.88,2.79,1.95,-0.92,-0.27,-1.48,-3.33,-0.65	0.0222648855370339	longer
ENSG00000083097.15	ENSG00000083097	0.124732905982906	0.295822875250343	Mixed_APA	chr6	+	DOP1A	4	83168469,83171350,83168396,83170590	99,29,10,3	66.44,19.46,6.71,2.01	56.25,21.88,12.5,0	69.23,18.8,5.13,2.56	12.98,-3.08,-7.37,2.56	0.417290475331841	no change
ENSG00000143061.18	ENSG00000143061	0.136121942573555	0.0929264801943833	Last_exon_tandem_APA	chr1	-	IGSF3	4	116574407,116576776,116605273,116574945	270,19,5,4	87.66,6.17,1.62,1.3	70.33,9.89,2.2,1.1	78.8,2.76,1.38,1.38	8.47,-7.13,-0.82,0.28	0.200440037344498	no change
ENSG00000197150.13	ENSG00000197150	0.0665158371040724	0.598879359710966	Last_exon_tandem_APA	chr7	+	ABCB8	4	151045563,151047782,151037588,151037556	190,33,26,12	71.16,12.36,9.74,4.49	64.71,14.12,10.59,7.06	74.18,11.54,9.34,3.3	9.47,-2.58,-1.25,-3.76	0.642962201905641	no change
ENSG00000164603.12	ENSG00000164603	0.12962962962963	0.366626855298322	Last_exon_tandem_APA	chr7	-	BMT2	3	112819146,112820157,112821058	70,6,3	86.42,7.41,3.7	85.19,3.7,7.41	87.04,9.26,1.85	1.85,5.56,-5.56	0.476360824549466	no change
ENSG00000131351.15	ENSG00000131351	0.0893827950111928	0.356684060261469	Last_exon_tandem_APA	chr19	-	HAUS8	2	17049765,17049728	164,3	95.91,1.75	92.37,1.69	98.11,1.89	5.74,0.2	0.468315586255635	no change
ENSG00000165476.14	ENSG00000165476	0.326286558874905	3.21684789916787e-10	Last_exon_tandem_APA	chr10	+	REEP3	5	63624577,63620972,63625123,63599359,63622433	201,156,21,14,5	46.21,35.86,4.83,3.22,1.15	30.72,49.4,1.2,7.23,0.6	55.76,26.39,7.06,0.74,1.49	25.04,-23.01,5.86,-6.49,0.89	1.07042544176577e-08	longer
ENSG00000136819.15	ENSG00000136819	0.108555021680534	0.032515178588903	Last_exon_tandem_APA	chr9	-	C9orf78	2	129827289,129827583	486,94	82.79,16.01	76.71,19.57	86.42,10.57	9.71,-9	0.0970172719235868	no change
ENSG00000104765.16	ENSG00000104765	0.243171425040168	2.110515096021e-10	Mixed_APA	chr8	+	BNIP3L	3	26413124,26410992,26411209	639,191,12	74.39,22.24,1.4	56.63,34.41,1.43	79.31,14.66,1.38	22.68,-19.75,-0.05	7.16699069777095e-09	longer
ENSG00000110104.13	ENSG00000110104	-0.115882449320047	0.0441746734508036	Last_exon_tandem_APA	chr11	+	CCDC86	2	60851081,60851018	559,11	96.71,1.9	96.64,1.68	95.03,2.48	-1.61,0.8	0.120536048024191	no change
ENSG00000198189.11	ENSG00000198189	-0.238539833167521	0.00273664896927095	Last_exon_tandem_APA	chr4	-	HSD17B11	5	87336609,87336840,87336521,87337004,87336917	170,66,6,5,4	67.46,26.19,2.38,1.98,1.59	69.86,19.18,4.11,4.11,1.37	66.48,29.05,1.12,1.12,1.68	-3.38,9.87,-2.99,-2.99,0.31	0.0146030239117264	shorter
ENSG00000106948.17	ENSG00000106948	-0.0676053190300593	0.469908548638478	Last_exon_tandem_APA	chr9	-	AKNA	3	114336126,114336185,114336702	193,4,3	90.19,1.87,1.4	89.17,2.55,0.64	87.72,0,1.75	-1.45,-2.55,1.11	0.550809914647191	no change
ENSG00000179862.7	ENSG00000179862	0.161008230452675	0.0561489550735352	Last_exon_tandem_APA	chr1	-	CITED4	2	40861055,40861100	308,4	97.78,1.27	96.71,1.65	98.61,0	1.9,-1.65	0.143059016621388	no change
ENSG00000151725.12	ENSG00000151725	0.0778688524590164	0.262464997756668	Last_exon_tandem_APA	chr4	-	CENPU	4	184695001,184694084,184694861,184695128	583,119,47,40	72.6,14.82,5.85,4.98	72.28,13.41,5.96,4.77	68.94,20.45,4.55,3.03	-3.34,7.04,-1.41,-1.74	0.387782940959049	no change
ENSG00000160789.24	ENSG00000160789	0.152752872418144	0.00952915948067046	Mixed_APA	chr1	+	LMNA	4	156137866,156140081,156093811,156139317	313,218,49,14	51.82,36.09,8.11,2.32	60.32,24.6,5.56,0.79	44.56,38.7,8.79,2.72	-15.76,14.1,3.23,1.93	0.0392819365684431	longer
ENSG00000088888.18	ENSG00000088888	0.185574229691877	0.0319322389992534	Last_exon_tandem_APA	chr20	+	MAVS	8	3875452,3867326,3874399,3876115,3873387,3874432,3857967,3873788	68,45,30,9,4,4,3,3	39.31,26.01,17.34,5.2,2.31,2.31,1.73,1.73	27.94,35.29,20.59,5.88,0,2.94,0,1.47	46.67,18.1,15.24,4.76,3.81,1.9,2.86,1.9	18.73,-17.19,-5.35,-1.12,3.81,-1.04,2.86,0.43	0.0957860729180937	no change
ENSG00000066427.25	ENSG00000066427	0.406777525825145	1.10254353345801e-07	Mixed_APA	chr14	-	ATXN3	8	92064083,92063581,92058551,92061089,92059282,92064144,92044774,92089720	76,35,29,12,7,5,4,4	42.46,19.55,16.2,6.7,3.91,2.79,2.23,2.23	56.12,19.39,8.16,1.02,3.06,4.08,1.02,2.04	24.69,19.75,25.93,13.58,4.94,1.23,3.7,2.47	-31.43,0.36,17.77,12.56,1.88,-2.85,2.68,0.43	2.0670394286643e-06	longer
ENSG00000175643.10	ENSG00000175643	0.0713144318129937	0.63816022095306	Mixed_APA	chr16	+	RMI2	2	11351760,11318370	479,5	96.57,1.01	93.06,1.12	97.96,0	4.9,-1.12	0.673247811061734	no change
ENSG00000230124.8	ENSG00000230124	0.139933166248956	0.000737724501929882	Last_exon_tandem_APA	chr1	-	ACBD6	2	180288229,180269662	684,39	92.31,5.26	91.98,3.01	88.3,7.89	-3.68,4.88	0.00503319392939121	longer
ENSG00000144451.20	ENSG00000144451	0.113437743359003	0.255540323459017	Mixed_APA	chr2	+	SPAG16	7	213317973,213317426,214149268,213317889,213364293,213369556,213399522	163,11,7,4,3,3,3	74.77,5.05,3.21,1.83,1.38,1.38,1.38	69.23,7.69,0,1.1,0,2.2,2.2	77.17,3.15,5.51,0.79,2.36,0.79,0.79	7.94,-4.54,5.51,-0.31,2.36,-1.41,-1.41	0.380455470691821	no change
