gene_id	chrom	strand	gene_name	PAS	~/Desktop/KSAPA/WT_D0_dRNA.no_sec.isoquant/OUT/	~/Desktop/KSAPA/WT_D7_dRNA_4.isoquant/
ENSG00000167740.10	chr17	+	CYB5D2	4157573	5	2.14
ENSG00000167740.10	chr17	+	CYB5D2	4143544	5	1.43
ENSG00000167747.17	chr19	-	C19orf48	50797703	95.35	94.96
ENSG00000167755.15	chr19	-	KLK6	50958630	100	90.91
ENSG00000167766.21	chr19	-	ZNF83	52612376	68.63	80.82
ENSG00000167766.21	chr19	-	ZNF83	52644568	9.8	5.48
ENSG00000167766.21	chr19	-	ZNF83	52618796	7.84	4.11
ENSG00000167770.13	chr11	+	OTUB1	63997702	50.31	49.21
ENSG00000167770.13	chr11	+	OTUB1	63998412	45.51	48.47
ENSG00000167771.6	chr11	-	RCOR2	63911229	93.81	93.92
ENSG00000167772.12	chr19	+	ANGPTL4	8374370	100	97.87
ENSG00000167775.11	chr19	-	CD320	8302126	97.09	95.96
ENSG00000167778.9	chr12	-	SPRYD3	53064603	65.22	67.42
ENSG00000167778.9	chr12	-	SPRYD3	53064315	21.74	19.1
ENSG00000167778.9	chr12	-	SPRYD3	53064381	0	3.37
ENSG00000167779.9	chr12	+	IGFBP6	53102340	100	88.89
ENSG00000167785.9	chr19	-	ZNF558	8809709	78.79	69.05
ENSG00000167785.9	chr19	-	ZNF558	8808329	7.58	8.33
ENSG00000167785.9	chr19	-	ZNF558	8806171	3.03	5.95
ENSG00000167785.9	chr19	-	ZNF558	8808764	6.06	1.19
ENSG00000167785.9	chr19	-	ZNF558	8816774	1.52	2.38
ENSG00000167792.13	chr11	+	NDUFV1	67612535	96.05	97.47
ENSG00000167797.8	chr11	-	CDK2AP2	67506496	98.17	98.8
ENSG00000167799.10	chr11	-	NUDT8	67627937	98.88	97.26
ENSG00000167807.15	chr19	-	ENSG00000167807	10310214	73.68	60
ENSG00000167807.15	chr19	-	ENSG00000167807	10304796	21.05	40
ENSG00000167815.12	chr19	-	PRDX2	12796822	96.08	97.29
ENSG00000167840.14	chr17	-	ZNF232	5105735	85.35	79.22
ENSG00000167840.14	chr17	-	ZNF232	5105617	2.02	3.9
ENSG00000167840.14	chr17	-	ZNF232	5105540	2.53	0
ENSG00000167840.14	chr17	-	ZNF232	5106748	1.01	3.9
ENSG00000167840.14	chr17	-	ZNF232	5106610	1.01	1.3
ENSG00000167840.14	chr17	-	ZNF232	5111023	0.51	2.6
ENSG00000167842.16	chr17	+	MIS12	5490811	88.46	92.11
ENSG00000167842.16	chr17	+	MIS12	5489617	6.73	3.95
ENSG00000167842.16	chr17	+	MIS12	5490238	0.48	0.66
ENSG00000167861.16	chr17	-	HID1	74950741	85.71	90.32
ENSG00000167861.16	chr17	-	HID1	74957976	0	6.45
ENSG00000167861.16	chr17	-	HID1	74961576	10.71	0
ENSG00000167862.10	chr17	+	MRPL58	75021261	96.63	94.86
ENSG00000167862.10	chr17	+	MRPL58	75013293	1.4	1.71
ENSG00000167863.12	chr17	-	ATP5PD	75038864	97.24	97.98
ENSG00000167874.7	chr17	+	TMEM88	7856099	100	94.54
ENSG00000167881.15	chr17	-	SRP68	76039104	74.64	66.08
ENSG00000167881.15	chr17	-	SRP68	76038786	14.01	19.08
ENSG00000167881.15	chr17	-	SRP68	76039566	5.56	8.13
ENSG00000167889.13	chr17	+	MGAT5B	76950387	94.12	96.43
ENSG00000167900.12	chr17	-	TK1	78174090	90.89	89.54
ENSG00000167900.12	chr17	-	TK1	78173845	1.26	0
ENSG00000167904.16	chr8	-	TMEM68	55738757	35.29	58.16
ENSG00000167904.16	chr8	-	TMEM68	55762203	34.45	6.63
ENSG00000167904.16	chr8	-	TMEM68	55739548	9.24	14.29
ENSG00000167904.16	chr8	-	TMEM68	55739413	3.36	11.22
ENSG00000167904.16	chr8	-	TMEM68	55762318	5.88	2.55
ENSG00000167904.16	chr8	-	TMEM68	55739136	3.36	2.04
ENSG00000167904.16	chr8	-	TMEM68	55760774	5.04	1.02
ENSG00000167912.8	chr8	+	TOX-DT	59121136	34.31	33.33
ENSG00000167912.8	chr8	+	TOX-DT	59121261	18.63	33.33
ENSG00000167912.8	chr8	+	TOX-DT	59121347	18.63	25
ENSG00000167912.8	chr8	+	TOX-DT	59121838	8.82	0
ENSG00000167912.8	chr8	+	TOX-DT	59119697	2.94	0
ENSG00000167912.8	chr8	+	TOX-DT	59121904	2.94	0
ENSG00000167920.12	chr17	+	KRT10-AS1	40835085	85.26	79.27
ENSG00000167920.12	chr17	+	KRT10-AS1	40835360	6.32	9.76
ENSG00000167920.12	chr17	+	KRT10-AS1	40836267	7.37	6.1
ENSG00000167925.16	chr17	-	GHDC	42189086	97.78	95
ENSG00000167930.17	chr16	+	FAM234A	266096	55.85	61.54
ENSG00000167962.15	chr16	-	ZNF598	1997653	84.46	87.86
ENSG00000167962.15	chr16	-	ZNF598	1997766	10.36	11.43
ENSG00000167964.13	chr16	+	RAB26	2154140	90.91	100
ENSG00000167965.18	chr16	+	MLST8	2209397	95.23	94.2
ENSG00000167967.16	chr16	+	E4F1	2235742	97.71	97.5
ENSG00000167967.16	chr16	+	E4F1	2235677	2.29	0
ENSG00000167969.13	chr16	-	ECI1	2239894	92.41	93.18
ENSG00000167969.13	chr16	-	ECI1	2241675	1.62	1.78
ENSG00000167969.13	chr16	-	ECI1	2242593	1.13	0.89
ENSG00000167971.16	chr16	-	CASKIN1	2177179	70.59	73.75
ENSG00000167971.16	chr16	-	CASKIN1	2177405	5.88	15
ENSG00000167971.16	chr16	-	CASKIN1	2178027	11.76	5
ENSG00000167972.14	chr16	-	ABCA3	2275880	58.82	90.41
ENSG00000167972.14	chr16	-	ABCA3	2323410	29.41	4.34
ENSG00000167972.14	chr16	-	ABCA3	2323348	5.88	1.6
ENSG00000167977.9	chr16	+	KCTD5	2709030	97.79	97.7
ENSG00000167978.18	chr16	+	SRRM2	2771408	95.77	96.22
ENSG00000167981.7	chr16	-	ZNF597	3433414	43.75	50
ENSG00000167981.7	chr16	-	ZNF597	3432422	12.5	28.57
ENSG00000167981.7	chr16	-	ZNF597	3436103	25	7.14
ENSG00000167985.7	chr11	+	SDHAF2	61446733	84.71	82.06
ENSG00000167985.7	chr11	+	SDHAF2	61473538	4.78	9.87
ENSG00000167986.15	chr11	-	DDB1	61299450	96.68	96.38
ENSG00000167987.11	chr11	-	VPS37C	61130258	90.27	92.44
ENSG00000167987.11	chr11	-	VPS37C	61130636	1.77	0.84
ENSG00000167992.14	chr11	-	VWCE	61258289	71.43	88.5
ENSG00000167992.14	chr11	-	VWCE	61271303	4.76	4.42
ENSG00000167992.14	chr11	-	VWCE	61258061	9.52	0.88
ENSG00000167992.14	chr11	-	VWCE	61263401	4.76	1.77
ENSG00000167994.13	chr11	-	RAB3IL1	61897300	93.94	93.33
ENSG00000167994.13	chr11	-	RAB3IL1	61897219	3.03	6.67
ENSG00000167996.16	chr11	-	FTH1	61964564	97.36	96.4
ENSG00000168000.16	chr11	-	BSCL2	62690274	90.69	93.74
ENSG00000168002.12	chr11	+	POLR2G	62766710	94.97	95.91
ENSG00000168003.19	chr11	+	SLC3A2	62888860	90.3	92.17
ENSG00000168005.9	chr11	+	SPINDOC	63827716	94.42	89.78
ENSG00000168005.9	chr11	+	SPINDOC	63823363	2.28	4.33
ENSG00000168005.9	chr11	+	SPINDOC	63829954	0.51	2.79
ENSG00000168010.11	chr11	+	ATG16L2	72829624	68	27.27
ENSG00000168010.11	chr11	+	ATG16L2	72820594	4	18.18
ENSG00000168010.11	chr11	+	ATG16L2	72829561	8	9.09
ENSG00000168014.18	chr11	-	C2CD3	74012717	52.86	89.55
ENSG00000168014.18	chr11	-	C2CD3	74128533	31.43	5.97
ENSG00000168014.18	chr11	-	C2CD3	74158326	4.29	0
ENSG00000168028.15	chr3	+	RPSA	39412438	85.24	83.46
ENSG00000168028.15	chr3	+	RPSA	39412542	4.82	5.51
ENSG00000168028.15	chr3	+	RPSA	39411210	1.2	1.57
ENSG00000168036.18	chr3	+	CTNNB1	41240442	91.74	93.87
ENSG00000168038.11	chr3	-	ULK4	41882150	19.44	30.77
ENSG00000168038.11	chr3	-	ULK4	41937139	30.56	7.69
ENSG00000168038.11	chr3	-	ULK4	41246598	13.89	11.54
ENSG00000168038.11	chr3	-	ULK4	41246794	8.33	19.23
ENSG00000168038.11	chr3	-	ULK4	41663508	5.56	7.69
ENSG00000168040.5	chr11	+	FADD	70207390	89.53	87.98
ENSG00000168040.5	chr11	+	FADD	70204844	1.44	0.55
ENSG00000168056.18	chr11	-	LTBP3	65538817	80.56	89.58
ENSG00000168056.18	chr11	-	LTBP3	65538558	11.11	10.42
ENSG00000168061.17	chr11	+	SAC3D1	65044828	88.39	92.65
ENSG00000168066.22	chr11	-	SF1	64764611	83.63	90.82
ENSG00000168066.22	chr11	-	SF1	64765780	14.22	7.67
ENSG00000168067.12	chr11	-	MAP4K2	64789136	68.66	60.53
ENSG00000168067.12	chr11	-	MAP4K2	64784917	2.99	15.79
ENSG00000168067.12	chr11	-	MAP4K2	64789097	4.48	0
ENSG00000168077.14	chr8	+	SCARA3	27673018	97.56	87.65
ENSG00000168077.14	chr8	+	SCARA3	27676767	2.44	6.17
ENSG00000168077.14	chr8	+	SCARA3	27660027	0	3.7
ENSG00000168078.10	chr8	-	PBK	27809623	68.25	63.27
ENSG00000168078.10	chr8	-	PBK	27809893	25.4	34.69
ENSG00000168090.10	chr7	+	COPS6	100091907	74.73	74.29
ENSG00000168090.10	chr7	+	COPS6	100092185	16.78	20
ENSG00000168092.14	chr11	+	PAFAH1B2	117171045	76.96	83.96
ENSG00000168092.14	chr11	+	PAFAH1B2	117169316	6.28	4.05
ENSG00000168092.14	chr11	+	PAFAH1B2	117170073	5.31	4.52
ENSG00000168092.14	chr11	+	PAFAH1B2	117169629	1.68	0.93
ENSG00000168092.14	chr11	+	PAFAH1B2	117168102	1.82	1.4
ENSG00000168096.15	chr16	-	ANKS3	4696510	95.35	92.59
ENSG00000168101.15	chr16	+	NUDT16L1	4695844	95.26	96.39
ENSG00000168101.15	chr16	+	NUDT16L1	4695665	1.46	1.81
ENSG00000168116.14	chr6	+	KIAA1586	57055219	36.94	46.94
ENSG00000168116.14	chr6	+	KIAA1586	57053823	43.24	29.59
ENSG00000168116.14	chr6	+	KIAA1586	57053243	4.5	8.16
ENSG00000168116.14	chr6	+	KIAA1586	57055669	3.6	3.06
ENSG00000168116.14	chr6	+	KIAA1586	57059041	2.7	4.08
ENSG00000168116.14	chr6	+	KIAA1586	57052984	3.6	2.04
ENSG00000168116.14	chr6	+	KIAA1586	57055507	0.9	4.08
ENSG00000168118.12	chr1	+	RAB4A	229304409	51.75	48.69
ENSG00000168118.12	chr1	+	RAB4A	229305504	12.57	20.9
ENSG00000168118.12	chr1	+	RAB4A	229304011	15.5	13.06
ENSG00000168118.12	chr1	+	RAB4A	229304961	5.56	4.28
ENSG00000168118.12	chr1	+	RAB4A	229305068	2.63	4.51
ENSG00000168137.20	chr3	+	SETD5	9478136	84.4	85.5
ENSG00000168137.20	chr3	+	SETD5	9430834	5.6	4.73
ENSG00000168140.5	chr16	+	VASN	4383525	88.71	83.56
ENSG00000168140.5	chr16	+	VASN	4383405	1.61	3.42
ENSG00000168152.13	chr4	+	THAP9	82919969	58.93	50
ENSG00000168152.13	chr4	+	THAP9	82920288	17.86	19.05
ENSG00000168152.13	chr4	+	THAP9	82917859	3.57	4.76
ENSG00000168152.13	chr4	+	THAP9	82919069	3.57	4.76
ENSG00000168152.13	chr4	+	THAP9	82919023	1.79	4.76
ENSG00000168159.15	chr1	+	RNF187	228494969	95.83	97.52
ENSG00000168172.9	chr8	+	HOOK3	43030535	44.44	69.57
ENSG00000168172.9	chr8	+	HOOK3	43024680	19.05	13.04
ENSG00000168172.9	chr8	+	HOOK3	43030443	3.17	3.8
ENSG00000168172.9	chr8	+	HOOK3	43019777	6.35	1.09
ENSG00000168172.9	chr8	+	HOOK3	43019831	6.35	1.09
ENSG00000168172.9	chr8	+	HOOK3	43019250	1.59	1.63
ENSG00000168172.9	chr8	+	HOOK3	42910252	0	1.63
ENSG00000168172.9	chr8	+	HOOK3	43018982	1.59	1.09
ENSG00000168172.9	chr8	+	HOOK3	43024395	1.59	1.09
ENSG00000168175.15	chr14	+	MAPK1IP1L	55066216	25	28.57
ENSG00000168175.15	chr14	+	MAPK1IP1L	55065926	23.99	19.15
ENSG00000168175.15	chr14	+	MAPK1IP1L	55069545	12.88	10.18
ENSG00000168175.15	chr14	+	MAPK1IP1L	55069503	8.71	10.33
ENSG00000168175.15	chr14	+	MAPK1IP1L	55064832	8.96	9.27
ENSG00000168175.15	chr14	+	MAPK1IP1L	55065068	3.91	3.04
ENSG00000168175.15	chr14	+	MAPK1IP1L	55069448	2.15	1.98
ENSG00000168209.6	chr10	+	DDIT4	72276034	96.05	96.07
ENSG00000168214.22	chr4	+	RBPJ	26434923	66.49	73.9
ENSG00000168214.22	chr4	+	RBPJ	26435002	17.82	15.93
ENSG00000168214.22	chr4	+	RBPJ	26432076	4.52	3.39
ENSG00000168214.22	chr4	+	RBPJ	26434194	1.33	1.02
ENSG00000168214.22	chr4	+	RBPJ	26431202	0.8	0
ENSG00000168216.13	chr6	-	LMBRD1	69675856	44.29	44.99
ENSG00000168228.16	chr4	+	ZCCHC4	25370044	60	74.07
ENSG00000168228.16	chr4	+	ZCCHC4	25370380	11.43	3.7
ENSG00000168228.16	chr4	+	ZCCHC4	25349687	5.71	3.7
ENSG00000168234.13	chr18	+	TTC39C	24020288	22.37	42.55
ENSG00000168234.13	chr18	+	TTC39C	24135597	28.95	19.15
ENSG00000168234.13	chr18	+	TTC39C	24135952	15.79	12.77
ENSG00000168234.13	chr18	+	TTC39C	24135865	6.58	10.64
ENSG00000168234.13	chr18	+	TTC39C	24132644	10.53	7.45
ENSG00000168234.13	chr18	+	TTC39C	24133028	6.58	1.06
ENSG00000168237.18	chr3	+	GLYCTK	52293471	75	81.48
ENSG00000168237.18	chr3	+	GLYCTK	52295257	12.5	14.81
ENSG00000168243.11	chr1	-	GNG4	235550831	85.94	49.87
ENSG00000168243.11	chr1	-	GNG4	235547684	6.41	41.11
ENSG00000168243.11	chr1	-	GNG4	235551847	2.14	3.45
ENSG00000168243.11	chr1	-	GNG4	235551764	0.53	1.59
ENSG00000168246.6	chr5	-	UBTD2	172209645	72.5	74.01
ENSG00000168246.6	chr5	-	UBTD2	172210214	13.75	13.26
ENSG00000168246.6	chr5	-	UBTD2	172211395	5.62	3.45
ENSG00000168246.6	chr5	-	UBTD2	172211633	2.19	3.71
ENSG00000168255.20	chr7	-	POLR2J3	102537918	85.71	77.78
ENSG00000168255.20	chr7	-	POLR2J3	102566962	14.29	5.56
ENSG00000168256.18	chr17	+	NKIRAS2	42025641	94.04	95.56
ENSG00000168259.17	chr17	-	DNAJC7	41976451	86.84	88.68
ENSG00000168264.11	chr1	-	IRF2BP2	234606746	33.81	30.67
ENSG00000168264.11	chr1	-	IRF2BP2	234605761	36.67	28.43
ENSG00000168264.11	chr1	-	IRF2BP2	234604268	15.71	31.42
ENSG00000168264.11	chr1	-	IRF2BP2	234606916	5.24	2.24
ENSG00000168268.11	chr3	-	NT5DC2	52524386	95.93	96.38
ENSG00000168273.8	chr3	+	SMIM4	52540526	94.59	95.42
ENSG00000168273.8	chr3	+	SMIM4	52541890	1.59	1.27
ENSG00000168275.16	chr1	+	COA6	234384045	97.38	92.53
ENSG00000168280.18	chr2	+	KIF5C	149026759	74.71	91.09
ENSG00000168280.18	chr2	+	KIF5C	149026098	7.76	3.9
ENSG00000168282.6	chr14	+	MGAT2	49623319	57.59	64.84
ENSG00000168282.6	chr14	+	MGAT2	49623481	14.56	18.32
ENSG00000168282.6	chr14	+	MGAT2	49622699	18.99	8.42
ENSG00000168283.14	chr10	+	BMI1	22331068	25.81	45.31
ENSG00000168283.14	chr10	+	BMI1	22331259	41.94	21.09
ENSG00000168283.14	chr10	+	BMI1	22331484	16.13	18.75
ENSG00000168283.14	chr10	+	BMI1	22331297	9.68	4.69
ENSG00000168283.14	chr10	+	BMI1	22331125	0	3.91
ENSG00000168283.14	chr10	+	BMI1	22331629	3.23	2.34
ENSG00000168286.3	chr16	+	THAP11	67844195	96.66	96.84
ENSG00000168288.13	chr2	-	MMADHC	149569636	85.41	86.63
ENSG00000168288.13	chr2	-	MMADHC	149569885	10.37	9.09
ENSG00000168291.13	chr3	-	PDHB	58427677	39.35	50.56
ENSG00000168291.13	chr3	-	PDHB	58428021	37.24	23.39
ENSG00000168291.13	chr3	-	PDHB	58427629	17.93	21.99
ENSG00000168297.16	chr3	+	PXK	58426023	73.91	89.29
ENSG00000168297.16	chr3	+	PXK	58420736	13.04	0
ENSG00000168297.16	chr3	+	PXK	58425162	0	3.57
ENSG00000168298.7	chr6	+	H1-4	26157112	0	60
ENSG00000168298.7	chr6	+	H1-4	26157048	40	30
ENSG00000168300.14	chr8	-	PCMTD1	51817582	64.08	59.68
ENSG00000168300.14	chr8	-	PCMTD1	51820166	17.48	12.37
ENSG00000168300.14	chr8	-	PCMTD1	51849524	5.83	5.91
ENSG00000168300.14	chr8	-	PCMTD1	51842848	2.91	6.45
ENSG00000168300.14	chr8	-	PCMTD1	51819513	0.97	3.23
ENSG00000168300.14	chr8	-	PCMTD1	51848944	2.91	1.08
ENSG00000168300.14	chr8	-	PCMTD1	51818509	0.97	1.08
ENSG00000168301.13	chr3	+	KCTD6	58502356	98	96.03
ENSG00000168303.9	chr7	-	MPLKIP	40132742	91.8	91.08
ENSG00000168303.9	chr7	-	MPLKIP	40126026	1.91	2.6
ENSG00000168306.13	chr3	-	ACOX2	58505135	100	100
ENSG00000168310.12	chr4	-	IRF2	184387728	87.1	66.67
ENSG00000168310.12	chr4	-	IRF2	184387910	3.23	13.33
ENSG00000168374.11	chr3	-	ARF4	57571362	85.79	92.05
ENSG00000168374.11	chr3	-	ARF4	57572073	8.49	4.2
ENSG00000168374.11	chr3	-	ARF4	57571914	1.29	1.25
ENSG00000168385.18	chr2	+	SEPTIN2	241354027	62.73	81.91
ENSG00000168385.18	chr2	+	SEPTIN2	241352551	32.26	15.16
ENSG00000168389.18	chr1	+	MFSD2A	39969956	86.21	81.48
ENSG00000168393.13	chr2	-	DTYMK	241675746	92.17	86.46
ENSG00000168393.13	chr2	-	DTYMK	241684614	1.92	7.46
ENSG00000168393.13	chr2	-	DTYMK	241684812	0.69	2.21
ENSG00000168394.13	chr6	-	TAP1	32845210	100	95.83
ENSG00000168395.16	chr2	+	ING5	241729478	35.86	27.78
ENSG00000168395.16	chr2	+	ING5	241694558	21.51	24.07
ENSG00000168395.16	chr2	+	ING5	241726000	15.54	13.58
ENSG00000168395.16	chr2	+	ING5	241726410	8.37	11.11
ENSG00000168395.16	chr2	+	ING5	241724034	2.79	5.56
ENSG00000168395.16	chr2	+	ING5	241712550	3.19	3.7
ENSG00000168395.16	chr2	+	ING5	241721746	1.59	4.94
ENSG00000168395.16	chr2	+	ING5	241721800	1.2	2.47
ENSG00000168395.16	chr2	+	ING5	241687510	1.99	0.62
ENSG00000168397.17	chr2	+	ATG4B	241672629	64.56	51.73
ENSG00000168397.17	chr2	+	ATG4B	241673857	27.33	44
ENSG00000168397.17	chr2	+	ATG4B	241655033	1.5	0.27
ENSG00000168411.14	chr16	-	RFWD3	74621398	92.48	92.86
ENSG00000168411.14	chr16	-	RFWD3	74622906	2.26	1.59
ENSG00000168421.14	chr4	+	RHOH	40244592	42.31	60
ENSG00000168421.14	chr4	+	RHOH	40244528	16.15	0
ENSG00000168421.14	chr4	+	RHOH	40244235	12.31	0
ENSG00000168421.14	chr4	+	RHOH	40244660	8.46	20
ENSG00000168421.14	chr4	+	RHOH	40244393	7.69	0
ENSG00000168421.14	chr4	+	RHOH	40244463	3.08	0
ENSG00000168421.14	chr4	+	RHOH	40246967	1.54	20
ENSG00000168434.13	chr16	-	COG7	23388492	86.89	92.42
ENSG00000168434.13	chr16	-	COG7	23388566	6.56	4.55
ENSG00000168434.13	chr16	-	COG7	23452773	4.92	0
ENSG00000168438.15	chr6	+	CDC40	110232220	88.97	80
ENSG00000168438.15	chr6	+	CDC40	110230333	5.88	7.37
ENSG00000168438.15	chr6	+	CDC40	110230730	2.21	5.26
ENSG00000168438.15	chr6	+	CDC40	110230219	0	3.16
ENSG00000168439.17	chr11	+	STIP1	64204541	94.57	95.85
ENSG00000168461.13	chr18	+	RAB31	9862551	80	86.81
ENSG00000168461.13	chr18	+	RAB31	9859616	12	5.13
ENSG00000168461.13	chr18	+	RAB31	9845966	0	1.47
ENSG00000168476.12	chr8	-	REEP4	22138020	92.52	93.43
ENSG00000168476.12	chr8	-	REEP4	22138164	3.74	1.88
ENSG00000168476.12	chr8	-	REEP4	22138069	0.93	0.94
ENSG00000168477.20	chr6	-	TNXB	32041159	77.78	80
ENSG00000168487.20	chr8	+	BMP1	22212326	64.52	63.48
ENSG00000168487.20	chr8	+	BMP1	22201482	19.35	30.03
ENSG00000168487.20	chr8	+	BMP1	22212119	3.23	3.07
ENSG00000168488.19	chr16	+	ATXN2L	28837232	95.08	95.49
ENSG00000168495.13	chr8	+	POLR3D	22251167	75.24	68.48
ENSG00000168495.13	chr8	+	POLR3D	22254353	17.48	20.65
ENSG00000168495.13	chr8	+	POLR3D	22254503	2.43	1.63
ENSG00000168495.13	chr8	+	POLR3D	22254598	1.46	1.63
ENSG00000168496.4	chr11	+	FEN1	61797238	96.22	90.84
ENSG00000168502.18	chr18	+	MTCL1	8832778	90.32	92.92
ENSG00000168505.7	chr2	-	GBX2	236165235	62.5	78.69
ENSG00000168505.7	chr2	-	GBX2	236162743	12.5	4.92
ENSG00000168517.11	chr17	+	HEXIM2	45170035	92.98	91.49
ENSG00000168517.11	chr17	+	HEXIM2	45170686	1.75	6.38
ENSG00000168522.13	chr8	+	FNTA	43085785	90.36	94.63
ENSG00000168522.13	chr8	+	FNTA	43070348	1.93	1.13
ENSG00000168522.13	chr8	+	FNTA	43059297	1.65	0.56
ENSG00000168528.12	chr1	+	SERINC2	31434675	96.31	97.06
ENSG00000168538.16	chr4	+	TRAPPC11	183713589	82.79	89.33
ENSG00000168538.16	chr4	+	TRAPPC11	183712866	10.66	3.37
ENSG00000168538.16	chr4	+	TRAPPC11	183709047	0	1.69
ENSG00000168546.11	chr8	-	GFRA2	21692017	78.26	91.49
ENSG00000168546.11	chr8	-	GFRA2	21692525	8.7	2.13
ENSG00000168556.7	chr4	+	ING2	183511096	87.31	77.78
ENSG00000168556.7	chr4	+	ING2	183512269	3.73	12.12
ENSG00000168556.7	chr4	+	ING2	183512747	2.99	4.04
ENSG00000168564.6	chr4	+	CDKN2AIP	183448195	73.64	65.55
ENSG00000168564.6	chr4	+	CDKN2AIP	183447929	10.85	15.13
ENSG00000168564.6	chr4	+	CDKN2AIP	183449064	2.33	6.72
ENSG00000168564.6	chr4	+	CDKN2AIP	183450446	2.33	4.2
ENSG00000168564.6	chr4	+	CDKN2AIP	183445807	1.55	0.84
ENSG00000168566.13	chr6	+	SNRNP48	7611858	56	54.44
ENSG00000168566.13	chr6	+	SNRNP48	7611967	21	23.33
ENSG00000168566.13	chr6	+	SNRNP48	7609212	8	6.67
ENSG00000168566.13	chr6	+	SNRNP48	7609049	4	3.33
ENSG00000168566.13	chr6	+	SNRNP48	7601752	2	1.11
ENSG00000168566.13	chr6	+	SNRNP48	7609159	3	0
ENSG00000168566.13	chr6	+	SNRNP48	7609750	1	1.11
ENSG00000168566.13	chr6	+	SNRNP48	7610423	2	1.11
ENSG00000168569.8	chr11	-	TMEM223	62790327	93.8	83.92
ENSG00000168569.8	chr11	-	TMEM223	62786025	0.39	6.29
ENSG00000168569.8	chr11	-	TMEM223	62771119	1.16	3.5
ENSG00000168569.8	chr11	-	TMEM223	62790431	1.55	0.7
ENSG00000168575.10	chr8	-	SLC20A2	42416474	66.67	77.43
ENSG00000168575.10	chr8	-	SLC20A2	42417563	5.98	5.45
ENSG00000168575.10	chr8	-	SLC20A2	42534600	6.84	3.11
ENSG00000168575.10	chr8	-	SLC20A2	42417179	2.56	1.95
ENSG00000168575.10	chr8	-	SLC20A2	42534651	5.13	0.78
ENSG00000168575.10	chr8	-	SLC20A2	42471572	1.71	1.17
ENSG00000168575.10	chr8	-	SLC20A2	42534935	0.85	1.56
ENSG00000168575.10	chr8	-	SLC20A2	42531481	1.71	0.78
ENSG00000168591.16	chr17	+	TMUB2	44191731	92.11	93.09
ENSG00000168591.16	chr17	+	TMUB2	44191929	2.63	3.69
ENSG00000168591.16	chr17	+	TMUB2	44191694	1.32	0.92
ENSG00000168610.16	chr17	-	STAT3	42313323	79.23	89.32
ENSG00000168610.16	chr17	-	STAT3	42315558	12.76	8.19
ENSG00000168610.16	chr17	-	STAT3	42315192	3.26	1.07
ENSG00000168612.5	chr20	+	ZSWIM1	45885266	94.12	93.44
ENSG00000168615.13	chr8	+	ADAM9	39105001	77.78	80.58
ENSG00000168615.13	chr8	+	ADAM9	39105439	1.39	4.8
ENSG00000168615.13	chr8	+	ADAM9	39105261	2.78	3.6
ENSG00000168615.13	chr8	+	ADAM9	39104902	5.56	2.88
ENSG00000168615.13	chr8	+	ADAM9	39105606	2.78	2.88
ENSG00000168646.14	chr17	-	AXIN2	65528562	86.79	89.86
ENSG00000168646.14	chr17	-	AXIN2	65528629	2.83	1.45
ENSG00000168653.11	chr1	+	NDUFS5	39034615	98.19	98.8
ENSG00000168661.15	chr19	+	ZNF30	34945168	100	91.84
ENSG00000168671.10	chr5	-	UGT3A2	36035020	69.73	50
ENSG00000168671.10	chr5	-	UGT3A2	36048589	9.73	14.29
ENSG00000168671.10	chr5	-	UGT3A2	36035250	7.57	21.43
ENSG00000168671.10	chr5	-	UGT3A2	36034442	2.16	0
ENSG00000168672.4	chr8	-	LRATD2	126552540	81.88	76.22
ENSG00000168672.4	chr8	-	LRATD2	126552437	5.07	9.11
ENSG00000168672.4	chr8	-	LRATD2	126552871	2.9	4.22
ENSG00000168672.4	chr8	-	LRATD2	126552953	2.9	2.89
ENSG00000168675.19	chr18	+	LDLRAD4	13646734	40	12.5
ENSG00000168675.19	chr18	+	LDLRAD4	13652506	20	25
ENSG00000168675.19	chr18	+	LDLRAD4	13645780	30	12.5
ENSG00000168675.19	chr18	+	LDLRAD4	13652751	0	18.75
ENSG00000168701.19	chr16	+	TMEM208	67229278	96.16	97.85
ENSG00000168710.18	chr1	+	AHCYL1	110023742	96.06	97.4
ENSG00000168724.18	chr5	+	DNAJC21	34955029	26.09	21.3
ENSG00000168724.18	chr5	+	DNAJC21	34954882	26.09	20.12
ENSG00000168724.18	chr5	+	DNAJC21	34955204	17.39	23.67
ENSG00000168724.18	chr5	+	DNAJC21	34958964	17.87	21.3
ENSG00000168724.18	chr5	+	DNAJC21	34955139	0	1.18
ENSG00000168724.18	chr5	+	DNAJC21	34952184	0.97	1.78
ENSG00000168724.18	chr5	+	DNAJC21	34952752	1.45	0.59
ENSG00000168724.18	chr5	+	DNAJC21	34956094	0.97	1.18
ENSG00000168724.18	chr5	+	DNAJC21	34958888	0.48	1.78
ENSG00000168734.14	chr20	+	PKIG	44619034	97.96	96.46
ENSG00000168758.11	chr2	-	SEMA4C	96859738	90.32	88.27
ENSG00000168763.16	chr2	+	CNNM3	96833574	43.81	37.29
ENSG00000168763.16	chr2	+	CNNM3	96835192	25.24	22.88
ENSG00000168763.16	chr2	+	CNNM3	96835378	15.24	16.95
ENSG00000168763.16	chr2	+	CNNM3	96833869	5.71	2.54
ENSG00000168763.16	chr2	+	CNNM3	96833911	3.33	1.69
ENSG00000168763.16	chr2	+	CNNM3	96837466	1.43	1.69
